People_ID,d20,d21,d22,d23,d24,d25,d26,d27
1639,211,268,337,421,520,637,780,949
1640,395,489,603,742,904,1098,1332,1612
1641,186,236,299,373,464,569,698,851
1642,336,419,520,641,786,956,1163,1409
1643,257,323,405,502,616,752,918,1115
1644,193,247,311,390,484,594,727,886
1645,155,200,255,323,401,494,608,743
1646,448,553,680,830,1010,1225,1484,1795
1647,238,300,375,466,576,704,860,1045
1648,288,361,449,554,681,830,1012,1227
1649,213,272,343,429,529,648,794,966
1650,141,185,236,302,377,465,573,701
1651,215,271,341,423,523,640,782,953
1652,422,521,640,786,959,1164,1411,1707
1653,251,317,396,490,602,735,897,1090
1654,147,192,246,310,387,477,589,720
1655,119,159,207,265,333,412,511,626
1656,439,541,664,813,992,1203,1458,1763
1657,227,287,360,447,551,674,825,1003
1658,400,495,609,746,912,1107,1342,1625
1659,192,246,310,386,479,587,719,877
1660,165,212,271,340,423,521,641,782
1661,360,445,549,674,823,1001,1217,1474
1662,301,377,467,576,706,861,1048,1271
1663,115,154,200,256,323,400,495,608
1664,359,446,550,678,828,1006,1223,1481
1665,415,514,631,772,941,1142,1386,1676
1666,281,352,439,545,669,815,993,1205
1667,144,186,237,302,377,465,574,702
1668,388,481,591,725,886,1076,1306,1581
1669,163,212,268,336,418,514,631,771
1670,303,380,470,578,708,862,1051,1274
1671,204,260,327,410,509,624,765,931
1672,377,466,576,709,866,1052,1277,1546
1673,213,272,341,426,525,643,786,957
1674,174,225,284,357,442,544,669,816
1675,420,518,638,784,956,1160,1407,1702
1676,403,499,614,754,921,1118,1356,1641
1677,344,428,528,649,795,967,1175,1424
1678,240,302,378,471,580,709,866,1053
1679,200,254,320,400,497,610,746,909
1680,301,376,467,575,704,857,1043,1265
1681,368,457,563,692,845,1026,1248,1510
1682,165,211,267,337,419,516,635,775
1683,117,156,202,258,325,403,500,613
1684,148,194,247,314,391,482,593,725
1685,347,429,532,653,800,973,1183,1433
1686,149,194,247,312,389,479,591,722
1687,388,482,593,727,887,1077,1306,1582
1688,344,428,530,651,797,970,1178,1428
1689,274,345,429,530,649,792,967,1173
1690,239,300,376,468,578,707,863,1049
1691,234,295,370,461,568,694,847,1030
1692,350,435,539,661,810,985,1196,1449
1693,361,446,550,677,828,1006,1222,1480
1694,209,266,334,416,514,630,772,939
1695,261,329,412,510,628,766,934,1135
1696,329,410,508,625,765,931,1134,1373
1697,214,270,338,422,520,637,781,950
1698,421,519,638,784,957,1162,1410,1705
1699,421,520,640,785,956,1161,1407,1703
1700,248,311,387,482,595,727,887,1078
1701,285,355,443,549,674,822,1001,1215
1702,297,372,462,569,698,851,1037,1258
1703,253,319,399,495,608,742,907,1101
1704,262,327,408,506,621,759,926,1125
1705,237,297,371,463,571,698,853,1037
1706,204,261,328,409,505,619,758,923
1707,310,385,479,589,722,879,1068,1296
1708,177,226,286,361,450,553,677,827
1709,162,210,269,341,424,521,641,782
1710,237,300,377,470,579,708,864,1051
1711,223,281,353,442,546,668,815,992
1712,126,164,214,274,345,427,527,646
1713,429,528,649,796,970,1177,1429,1728
1714,145,189,241,305,382,472,581,711
1715,336,419,520,641,785,955,1161,1407
1716,184,235,297,373,462,568,695,848
1717,261,329,412,510,628,766,936,1136
1718,229,290,362,449,554,678,828,1007
1719,439,540,663,814,990,1201,1457,1762
1720,267,334,415,513,631,770,940,1141
1721,384,475,584,719,879,1068,1296,1569
1722,414,511,627,770,940,1141,1385,1675
1723,248,311,387,482,592,724,883,1074
1724,184,235,298,373,463,568,698,850
1725,223,284,355,440,544,665,812,989
1726,211,267,337,421,521,638,779,949
1727,261,328,408,504,620,757,924,1122
1728,160,208,266,334,416,512,630,769
1729,211,269,337,419,518,635,775,945
1730,403,499,614,751,918,1114,1353,1637
1731,115,154,199,253,318,395,490,601
1732,232,294,369,460,568,695,848,1032
1733,352,436,540,665,811,987,1199,1453
1734,332,414,514,633,776,944,1149,1392
1735,334,417,514,633,774,942,1144,1387
1736,319,397,493,608,743,904,1101,1334
1737,336,419,517,637,781,950,1155,1400
1738,422,522,643,788,963,1168,1416,1713
1739,157,203,258,325,405,499,615,751
1740,143,187,238,304,380,469,577,706
1741,172,219,279,351,435,535,658,803
1742,235,296,371,461,567,693,847,1030
1743,120,158,206,264,330,409,507,621
1744,110,146,191,245,310,385,475,585
1745,181,231,293,369,460,565,691,844
1746,204,261,327,407,504,618,756,921
1747,314,393,488,602,738,898,1093,1325
1748,142,186,239,303,379,468,577,706
1749,272,340,424,525,644,785,958,1163
1750,169,218,276,348,435,535,657,802
1751,187,240,304,379,471,578,707,863
1752,422,520,641,785,958,1163,1412,1707
1753,256,322,402,497,610,745,910,1105
1754,313,390,482,593,727,885,1079,1307
1755,385,477,589,723,882,1071,1299,1573
1756,264,332,414,511,627,765,934,1134
1757,423,524,645,789,961,1166,1416,1712
1758,135,175,224,287,358,443,547,670
1759,270,338,421,523,644,786,959,1164
1760,211,268,336,421,520,637,779,949
1761,115,151,198,254,319,396,490,602
1762,433,536,657,805,980,1189,1441,1743
1763,315,393,487,599,734,893,1087,1318
1764,382,474,585,719,878,1067,1295,1568
1765,306,381,474,585,717,873,1062,1288
1766,173,224,283,355,442,543,667,814
1767,331,411,510,628,770,937,1139,1381
1768,350,435,536,660,806,981,1191,1443
1769,397,490,603,739,903,1097,1331,1611
1770,233,294,367,454,562,687,839,1021
1771,276,345,430,533,655,799,972,1181
1772,304,379,469,580,712,867,1055,1280
1773,400,494,608,746,912,1107,1343,1625
1774,372,460,569,697,851,1034,1257,1521
1775,280,352,439,541,664,810,988,1199
1776,136,177,227,290,365,451,557,682
1777,150,195,249,314,392,484,595,728
1778,361,449,554,683,835,1016,1234,1494
1779,444,548,672,822,1000,1213,1472,1779
1780,190,241,305,380,472,579,710,865
1781,198,253,320,398,494,605,743,904
1782,263,329,411,508,626,764,933,1133
1783,149,193,248,315,395,487,599,733
1784,436,536,660,810,988,1199,1453,1758
1785,300,375,467,575,706,860,1048,1271
1786,280,352,439,543,668,815,992,1205
1787,277,345,430,532,655,799,975,1183
1788,266,335,418,517,637,778,948,1151
1789,181,231,294,369,457,561,689,840
1790,387,479,591,723,884,1074,1304,1578
1791,139,183,234,298,373,461,568,695
1792,191,245,310,386,478,587,718,876
1793,270,340,423,526,645,787,960,1165
1794,379,471,582,716,874,1061,1288,1559
1795,389,482,595,732,892,1083,1316,1592
1796,221,279,352,438,542,664,811,987
1797,254,320,400,498,613,748,914,1110
1798,126,165,215,276,346,428,529,648
1799,175,226,287,362,450,553,679,828
1800,445,549,675,825,1007,1221,1480,1790
1801,240,303,378,470,578,707,862,1049
1802,310,387,480,590,722,880,1070,1298
1803,279,348,432,536,658,802,977,1186
1804,165,213,272,341,423,521,641,782
1805,182,232,293,368,455,559,688,838
1806,421,518,638,782,954,1158,1406,1700
1807,296,368,457,563,691,842,1025,1244
1808,141,182,233,297,371,459,565,692
1809,282,352,437,541,663,808,985,1195
1810,213,272,340,423,524,642,784,955
1811,126,164,212,270,337,418,517,634
1812,189,240,303,378,470,577,706,862
1813,121,158,205,264,332,411,509,624
1814,377,466,574,703,860,1045,1270,1537
1815,328,409,507,623,763,929,1131,1370
1816,365,453,560,690,844,1025,1246,1508
1817,148,193,247,310,387,478,590,721
1818,206,262,329,411,508,622,762,928
1819,265,332,413,513,630,769,939,1140
1820,155,199,253,321,400,494,606,742
1821,272,342,426,528,647,790,962,1168
1822,238,300,376,469,580,708,864,1051
1823,260,327,407,504,620,757,922,1121
1824,190,244,307,386,477,586,719,876
1825,449,555,682,835,1017,1233,1495,1807
1826,319,396,492,608,744,906,1102,1336
1827,315,394,488,600,735,895,1089,1320
1828,420,517,637,781,953,1157,1402,1697
1829,221,278,350,437,539,660,805,981
1830,189,241,306,381,473,581,712,868
1831,287,358,447,551,676,825,1004,1219
1832,399,492,607,744,910,1105,1340,1622
1833,230,292,367,457,562,687,840,1021
1834,259,324,403,501,615,751,916,1113
1835,447,549,673,823,1003,1217,1474,1783
1836,295,367,457,566,694,846,1030,1250
1837,347,430,532,653,800,973,1184,1434
1838,446,548,672,821,1000,1213,1471,1779
1839,197,252,318,400,495,607,744,906
1840,116,154,202,260,327,406,503,617
1841,448,553,680,830,1010,1225,1487,1797
1842,343,425,524,645,789,960,1167,1414
1843,413,509,625,766,934,1134,1377,1665
1844,224,283,355,442,547,669,817,994
1845,198,252,316,394,487,597,730,890
1846,239,302,379,472,581,710,866,1053
1847,163,210,268,336,419,516,633,774
1848,157,201,256,323,404,497,611,747
1849,389,482,592,725,885,1075,1305,1580
1850,261,328,410,509,625,763,932,1131
1851,139,181,232,297,373,460,567,694
1852,253,319,397,492,606,740,902,1096
1853,447,549,675,826,1008,1222,1481,1791
1854,211,269,337,421,521,638,782,951
1855,183,233,293,368,456,560,686,837
1856,175,224,283,356,443,544,669,816
1857,333,413,509,626,766,932,1133,1373
1858,247,309,388,483,597,729,889,1081
1859,215,273,342,426,528,647,792,964
1860,391,484,595,732,893,1085,1317,1594
1861,390,484,595,732,893,1085,1318,1595
1862,234,294,367,455,561,687,839,1021
1863,165,213,271,341,426,525,644,787
1864,316,394,490,604,741,902,1099,1332
1865,321,400,494,611,749,912,1109,1345
1866,420,520,638,784,957,1161,1409,1704
1867,209,267,337,420,519,636,777,947
1868,155,201,257,326,407,502,619,756
1869,377,466,576,709,866,1052,1277,1546
1870,147,191,245,310,386,477,587,718
1871,250,315,393,487,599,732,894,1086
1872,411,507,624,767,935,1135,1377,1666
1873,243,306,382,475,586,717,876,1064
1874,371,459,568,696,850,1033,1254,1519
1875,190,241,306,383,475,584,716,873
1876,224,285,356,445,548,670,820,997
1877,329,409,507,625,765,932,1132,1373
1878,237,297,373,463,571,698,853,1037
1879,142,184,237,299,372,460,567,694
1880,384,477,586,718,877,1065,1293,1565
1881,206,263,330,412,511,627,767,934
1882,257,321,400,498,613,748,912,1108
1883,240,303,378,468,578,707,862,1049
1884,420,519,637,781,952,1156,1403,1697
1885,365,454,559,687,839,1020,1240,1501
1886,239,303,378,468,578,706,864,1049
1887,377,465,574,705,860,1045,1267,1535
1888,245,310,389,483,593,725,885,1076
1889,355,440,543,670,820,998,1212,1468
1890,362,449,553,680,832,1012,1230,1489
1891,414,510,627,770,939,1140,1384,1674
1892,149,193,248,312,390,481,593,725
1893,367,456,564,693,846,1028,1248,1512
1894,244,308,385,476,587,718,875,1064
1895,277,345,431,532,652,796,969,1177
1896,449,553,680,834,1014,1230,1490,1802
1897,121,160,208,264,330,410,505,621
1898,360,447,551,679,828,1007,1223,1481
1899,265,334,416,514,633,772,940,1142
1900,360,445,551,677,829,1008,1225,1483
1901,345,427,528,648,794,966,1175,1423
1902,211,268,336,418,518,635,778,947
1903,369,458,564,692,847,1029,1249,1513
1904,262,328,411,509,627,765,932,1133
1905,110,145,188,240,304,378,470,577
1906,176,224,286,357,444,545,671,818
1907,395,488,601,737,900,1093,1327,1606
1908,231,292,365,454,561,687,839,1021
1909,118,158,203,259,325,403,498,611
1910,235,296,372,464,571,698,852,1036
1911,133,174,223,283,355,439,542,664
1912,292,365,454,561,687,837,1020,1237
1913,382,473,585,718,878,1067,1296,1568
1914,431,531,654,801,975,1183,1435,1735
1915,226,284,356,442,547,670,820,997
1916,380,469,577,707,863,1049,1273,1542
1917,419,516,633,774,946,1148,1393,1685
1918,385,476,588,723,882,1071,1301,1574
1919,403,499,615,754,921,1118,1356,1641
1920,223,284,355,442,546,668,818,994
1921,345,430,530,654,800,973,1181,1432
1922,392,485,598,732,892,1084,1316,1593
1923,421,519,638,782,953,1156,1401,1695
1924,365,451,558,686,837,1017,1234,1495
1925,217,273,345,430,532,652,798,971
1926,174,225,284,357,443,545,668,816
1927,205,259,326,406,501,614,752,916
1928,266,333,414,511,628,766,934,1134
1929,204,260,328,410,506,620,760,925
1930,429,528,648,792,965,1171,1421,1718
1931,141,182,234,299,372,460,565,693
1932,400,494,609,749,915,1111,1349,1632
1933,229,290,363,450,554,678,828,1007
1934,377,467,575,706,863,1049,1272,1541
1935,305,381,471,580,713,869,1058,1283
1936,129,171,219,279,351,434,537,657
1937,421,520,641,787,958,1163,1411,1707
1938,136,179,229,291,363,449,554,678
1939,380,469,579,711,869,1055,1280,1550
1940,398,492,604,741,903,1097,1333,1612
1941,316,393,486,601,738,898,1094,1326
1942,229,289,363,454,559,684,835,1016
1943,445,549,674,827,1007,1221,1480,1790
1944,395,487,601,739,902,1095,1330,1609
1945,144,188,240,305,383,473,582,712
1946,230,289,363,454,559,683,835,1015
1947,344,429,529,649,794,965,1172,1421
1948,226,285,358,447,552,675,826,1004
1949,323,401,497,613,750,913,1111,1347
1950,314,392,487,599,735,895,1090,1321
1951,184,236,297,371,461,566,694,846
1952,255,319,398,496,609,743,906,1101
1953,389,480,592,729,890,1081,1313,1589
1954,386,478,590,726,886,1077,1307,1582
1955,135,177,227,290,363,449,553,678
1956,273,343,427,530,651,794,967,1174
1957,391,482,595,732,893,1085,1317,1594
1958,297,369,457,565,694,846,1031,1250
1959,216,274,346,433,533,653,797,971
1960,136,177,228,290,363,448,554,678
1961,217,274,346,433,534,654,799,973
1962,173,221,279,351,435,535,658,803
1963,371,460,568,699,855,1039,1264,1529
1964,244,307,384,475,584,713,872,1059
1965,324,402,496,612,751,914,1112,1348
1966,427,526,648,796,971,1178,1427,1727
1967,176,227,287,362,448,551,677,826
1968,329,411,507,623,764,929,1129,1369
1969,433,533,653,800,976,1184,1436,1737
1970,355,442,545,668,817,994,1207,1462
1971,179,229,289,363,450,553,680,829
1972,152,198,255,320,399,492,605,740
1973,396,490,602,741,905,1100,1336,1616
1974,448,554,680,832,1014,1230,1492,1803
1975,329,409,507,625,765,930,1131,1371
1976,243,307,383,475,586,716,873,1062
1977,187,239,301,376,468,575,704,859
1978,301,375,464,574,704,858,1044,1267
1979,296,371,462,569,698,850,1035,1256
1980,299,373,464,571,700,854,1039,1261
1981,285,358,444,550,677,825,1004,1219
1982,420,520,638,780,953,1157,1404,1698
1983,422,519,640,786,957,1161,1409,1704
1984,129,171,219,278,347,429,529,649
1985,188,241,305,384,477,585,716,873
1986,312,387,480,594,728,886,1080,1309
1987,140,184,237,299,375,463,570,698
1988,446,548,672,821,1001,1214,1473,1781
1989,374,462,571,703,860,1045,1268,1536
1990,440,542,665,812,989,1200,1455,1760
1991,380,469,579,710,868,1054,1280,1550
1992,203,260,327,410,507,621,761,926
1993,268,338,422,524,643,785,956,1161
1994,276,347,431,533,656,801,976,1185
1995,275,344,427,529,651,794,968,1175
1996,269,336,417,518,639,779,951,1154
1997,326,407,503,618,756,921,1120,1358
1998,298,374,465,574,704,857,1045,1267
1999,400,496,609,749,913,1108,1346,1628
2000,162,208,267,336,420,517,637,777
2001,323,404,500,614,752,915,1114,1350
2002,256,321,401,499,613,749,913,1110
2003,353,439,543,668,816,992,1205,1460
2004,210,267,337,422,522,640,782,953
2005,151,197,251,316,395,487,601,734
2006,230,291,366,457,564,690,841,1024
2007,407,504,622,761,930,1129,1369,1657
2008,170,220,281,353,438,539,663,809
2009,136,176,227,290,362,447,553,676
2010,126,165,214,273,341,422,522,640
2011,200,256,321,400,496,608,746,908
2012,191,243,308,385,476,584,717,873
2013,413,509,627,769,937,1137,1381,1670
2014,405,499,614,752,919,1115,1355,1639
2015,381,470,580,713,871,1058,1284,1555
2016,285,356,444,549,672,820,1000,1213
2017,363,450,555,681,831,1011,1227,1487
2018,194,247,313,392,486,596,729,889
2019,211,267,335,418,516,633,773,942
2020,445,547,673,825,1004,1218,1478,1786
2021,256,322,401,496,610,744,909,1104
2022,355,440,542,668,818,994,1207,1462
2023,338,421,520,640,785,955,1160,1406
2024,209,267,334,419,517,633,775,943
2025,163,211,268,336,420,517,635,776
2026,401,494,610,748,913,1109,1345,1628
2027,279,349,435,540,664,809,986,1197
2028,256,320,400,494,609,743,908,1102
2029,415,511,630,774,945,1147,1391,1683
2030,251,314,394,490,603,737,899,1093
2031,328,407,503,622,760,925,1125,1364
2032,335,416,515,635,779,948,1153,1397
2033,233,293,367,456,563,689,842,1024
2034,147,191,245,309,387,477,587,718
2035,168,218,278,348,432,532,653,797
2036,271,339,421,522,641,782,955,1159
2037,322,402,497,611,748,911,1107,1343
2038,232,293,369,459,566,692,847,1029
2039,348,434,537,662,808,983,1196,1448
2040,188,239,301,377,468,574,706,860
2041,271,341,425,526,648,790,965,1171
2042,320,399,493,608,745,907,1104,1338
2043,352,435,539,663,811,987,1199,1453
2044,199,255,322,403,500,613,750,914
2045,324,405,501,616,755,919,1117,1354
2046,125,163,210,270,340,421,520,638
2047,239,301,375,468,575,704,858,1044
2048,151,194,248,313,390,481,593,725
2049,339,422,520,642,786,957,1163,1409
2050,137,178,229,293,368,455,562,687
2051,229,289,361,451,556,680,830,1010
2052,401,494,610,746,909,1104,1340,1621
2053,317,393,487,600,735,895,1088,1320
2054,410,507,624,766,935,1135,1376,1665
2055,256,321,400,494,610,745,908,1104
2056,344,427,526,649,795,967,1174,1423
2057,191,243,306,385,476,584,716,873
2058,164,210,267,337,418,515,633,773
2059,195,249,313,393,488,598,733,893
2060,267,336,418,516,633,773,943,1145
2061,327,406,503,621,761,927,1127,1366
2062,143,185,238,300,374,462,568,696
2063,244,307,385,480,590,721,881,1070
2064,367,454,559,686,840,1021,1241,1502
2065,268,336,418,520,638,779,949,1153
2066,249,312,388,484,595,727,888,1079
2067,163,212,271,341,423,520,640,781
2068,409,504,621,762,931,1130,1369,1657
2069,384,474,583,717,875,1063,1291,1563
2070,428,528,647,795,968,1175,1424,1723
2071,182,234,295,369,460,565,693,845
2072,130,171,221,279,351,434,535,656
2073,261,329,412,509,625,763,931,1131
2074,225,283,356,445,549,672,820,998
2075,390,482,593,726,885,1075,1303,1578
2076,237,298,373,463,572,699,854,1038
2077,423,523,641,784,958,1162,1411,1706
2078,434,534,655,800,975,1183,1436,1736
2079,332,413,511,632,774,941,1146,1388
2080,343,425,524,645,788,959,1167,1413
2081,321,399,496,613,749,912,1110,1345
2082,414,513,630,772,940,1141,1385,1675
2083,373,462,569,699,856,1040,1263,1529
2084,241,302,377,468,579,707,865,1051
2085,264,333,414,514,633,773,943,1145
2086,380,472,583,714,873,1060,1289,1559
2087,197,251,318,398,493,604,739,901
2088,165,214,271,341,424,521,642,783
2089,224,283,354,442,545,667,815,992
2090,144,186,238,302,379,468,578,706
2091,393,487,599,735,896,1089,1322,1600
2092,322,401,496,611,749,912,1110,1345
2093,211,269,338,422,522,639,781,951
2094,334,414,512,629,770,938,1140,1382
2095,325,403,500,616,755,918,1116,1353
2096,165,213,272,344,427,526,647,790
2097,167,214,271,342,426,524,645,787
2098,149,195,248,315,395,487,600,733
2099,146,190,244,310,386,476,586,717
2100,241,305,382,474,583,712,871,1058
2101,326,404,500,617,754,918,1118,1354
2102,217,274,343,428,531,650,794,967
2103,402,497,611,751,918,1114,1352,1636
2104,222,281,352,440,543,664,813,989
2105,217,273,343,430,532,651,797,970
2106,398,494,607,744,907,1101,1335,1616
2107,373,464,573,705,863,1049,1273,1542
2108,396,489,602,739,903,1096,1329,1609
2109,178,227,287,363,452,555,682,831
2110,167,216,274,343,427,525,645,788
2111,117,153,199,254,321,399,493,606
2112,394,488,600,736,899,1092,1325,1604
2113,224,284,356,443,546,668,816,993
2114,178,229,289,364,451,554,680,829
2115,373,462,568,700,856,1040,1265,1531
2116,122,160,207,263,329,408,505,619
2117,183,233,295,368,458,563,690,842
2118,299,375,466,574,703,857,1042,1265
2119,254,321,402,498,612,748,912,1108
2120,382,474,586,721,879,1068,1297,1570
2121,421,518,638,784,955,1159,1406,1701
2122,190,244,309,386,479,588,719,877
2123,289,363,451,559,687,837,1019,1237
2124,297,370,461,568,698,851,1037,1258
2125,382,472,581,713,871,1058,1286,1556
2126,404,499,614,755,921,1118,1358,1642
2127,415,512,629,769,938,1139,1381,1671
2128,227,287,359,445,549,672,822,1000
2129,353,438,541,666,814,989,1202,1456
2130,129,171,220,281,351,434,536,657
2131,287,359,448,552,678,827,1006,1222
2132,182,232,295,372,462,567,696,849
2133,225,286,360,450,555,679,829,1009
2134,296,369,457,563,693,844,1029,1248
2135,197,250,315,392,486,597,731,891
2136,130,170,219,279,350,433,534,655
2137,146,191,246,311,389,480,593,724
2138,132,174,225,287,361,447,550,674
2139,209,265,333,418,516,632,775,943
2140,348,432,535,656,801,974,1185,1435
2141,434,537,661,809,988,1198,1454,1758
2142,354,439,543,666,815,991,1204,1458
2143,378,470,579,713,869,1056,1281,1551
2144,436,536,660,808,986,1196,1449,1753
2145,177,228,289,362,449,552,678,827
2146,281,351,437,540,663,809,985,1196
2147,421,521,642,787,960,1165,1412,1709
2148,266,332,413,512,631,770,937,1139
2149,425,525,645,791,965,1171,1421,1718
2150,231,290,362,450,555,679,831,1010
2151,135,178,229,289,364,450,553,678
2152,303,378,467,579,711,866,1054,1278
2153,217,273,342,427,527,646,788,960
2154,151,197,251,319,397,490,602,736
2155,361,448,554,682,833,1012,1229,1489
2156,329,410,508,628,767,934,1135,1376
2157,400,494,608,744,910,1105,1340,1622
2158,231,293,367,457,565,691,844,1026
2159,244,308,386,481,591,722,881,1071
2160,248,313,392,488,602,735,896,1089
2161,323,401,496,610,747,909,1105,1340
2162,437,539,663,813,990,1202,1456,1761
2163,433,533,653,800,974,1182,1434,1734
2164,387,480,593,729,892,1083,1314,1591
2165,445,547,671,821,1002,1215,1474,1782
2166,284,355,440,544,670,816,994,1207
2167,421,518,637,779,949,1152,1396,1689
2168,306,382,473,585,718,875,1063,1290
2169,229,290,362,451,555,680,832,1011
2170,417,514,634,778,949,1152,1398,1691
2171,336,418,517,637,778,947,1152,1396
2172,288,359,445,548,673,821,1001,1214
2173,301,377,468,578,708,863,1049,1273
2174,358,444,547,674,824,1002,1218,1475
2175,382,472,583,716,876,1065,1291,1564
2176,319,397,490,605,739,900,1094,1327
2177,332,412,511,632,774,942,1145,1388
2178,297,369,459,568,696,848,1032,1252
2179,393,487,598,734,896,1089,1320,1598
2180,420,518,637,781,951,1154,1400,1693
2181,348,432,535,659,808,982,1192,1445
2182,127,166,215,273,341,422,523,640
2183,349,435,536,661,809,984,1197,1449
2184,270,340,423,523,642,783,956,1160
2185,368,456,562,689,843,1024,1245,1507
2186,265,334,417,519,636,777,947,1150
2187,368,457,562,692,846,1028,1247,1511
2188,119,159,207,265,334,414,511,627
2189,345,428,528,650,796,968,1177,1426
2190,329,410,506,623,764,929,1131,1370
2191,246,308,384,475,585,715,872,1060
2192,366,453,558,686,838,1018,1237,1498
2193,175,223,282,353,437,538,661,807
2194,410,508,626,769,939,1140,1381,1672
2195,188,240,303,380,471,579,711,866
2196,229,288,362,451,557,682,834,1014
2197,414,511,628,772,942,1143,1386,1677
2198,399,492,607,746,912,1107,1342,1625
2199,259,326,405,504,621,759,927,1125
2200,450,556,683,837,1018,1235,1496,1809
2201,209,267,336,417,517,634,776,945
2202,428,529,649,794,969,1176,1427,1726
2203,203,259,327,407,503,617,755,920
2204,152,195,251,316,393,485,596,729
2205,151,196,250,316,393,484,595,728
2206,449,553,678,829,1009,1224,1483,1794
2207,387,480,592,726,887,1077,1306,1582
2208,188,241,304,380,469,576,707,862
2209,224,282,354,439,543,665,814,990
2210,136,178,229,293,366,453,558,683
2211,251,314,392,487,601,734,897,1089
2212,364,451,555,684,836,1017,1236,1496
2213,307,383,477,590,723,881,1073,1301
2214,429,530,652,797,972,1179,1431,1730
2215,262,327,407,506,623,761,927,1127
2216,146,190,242,307,384,474,585,715
2217,436,538,662,811,990,1201,1455,1760
2218,280,349,435,540,665,811,988,1199
2219,321,401,497,611,747,909,1107,1341
2220,148,193,248,313,393,484,597,729
2221,260,326,407,503,620,757,922,1121
2222,298,372,463,570,699,852,1036,1258
2223,229,289,363,452,557,682,833,1013
2224,113,151,196,252,318,394,488,599
2225,233,293,368,457,564,690,843,1025
2226,424,525,646,793,967,1173,1422,1720
2227,187,238,301,380,470,577,707,862
2228,301,377,468,576,706,861,1049,1272
2229,312,389,481,592,726,884,1076,1305
2230,359,445,549,674,825,1003,1219,1476
2231,164,210,268,340,423,521,639,781
2232,409,505,622,763,930,1128,1369,1656
2233,370,458,566,696,849,1031,1251,1515
2234,258,325,405,504,619,756,921,1119
2235,259,327,409,505,621,758,925,1123
2236,205,261,329,409,506,621,760,926
2237,374,464,572,703,858,1042,1265,1532
2238,343,427,527,649,794,966,1176,1424
2239,235,295,368,458,564,689,843,1025
2240,392,485,599,735,896,1088,1321,1599
2241,388,482,592,728,891,1082,1312,1589
2242,421,521,642,785,959,1163,1412,1707
2243,406,502,619,758,924,1122,1360,1646
2244,219,279,350,438,542,663,811,987
2245,287,358,445,551,678,826,1007,1222
2246,306,381,473,585,719,876,1067,1294
2247,230,291,363,451,557,681,832,1012
2248,391,482,594,729,890,1081,1311,1587
2249,380,470,578,708,864,1050,1275,1544
2250,154,198,254,323,402,495,610,745
2251,226,285,356,444,548,671,819,997
2252,136,176,226,289,363,448,553,677
2253,186,239,302,381,473,580,712,868
2254,427,528,651,799,974,1182,1434,1734
2255,146,190,244,307,384,474,584,714
2256,176,226,288,363,450,553,679,828
2257,277,348,432,535,657,801,976,1185
2258,138,180,231,293,366,452,556,682
2259,271,338,421,522,643,784,955,1160
2260,266,335,418,517,637,777,948,1151
2261,240,301,375,467,575,703,858,1043
2262,390,483,594,729,889,1080,1312,1587
2263,439,542,667,818,997,1210,1468,1775
2264,245,310,387,481,591,722,882,1072
2265,233,293,365,453,559,684,837,1017
2266,135,176,225,288,361,446,551,674
2267,231,292,365,452,557,681,832,1012
2268,328,410,507,623,762,928,1129,1368
2269,137,180,231,291,364,449,555,679
2270,118,157,203,262,328,407,503,617
2271,150,196,252,317,396,488,602,735
2272,358,443,547,670,819,996,1212,1467
2273,156,200,257,323,401,495,609,744
2274,374,462,570,701,858,1043,1266,1533
2275,135,176,227,287,358,442,547,669
2276,164,211,270,338,422,520,639,780
2277,346,430,530,653,798,971,1180,1430
2278,319,396,492,606,743,905,1102,1335
2279,270,337,421,521,640,782,954,1158
2280,330,410,506,624,765,931,1133,1373
2281,424,522,643,788,962,1167,1416,1712
2282,197,252,317,397,490,601,735,896
2283,368,455,562,691,844,1025,1244,1507
2284,430,529,649,793,969,1175,1427,1725
2285,343,427,529,652,798,971,1181,1430
2286,146,189,241,307,384,474,584,714
2287,379,470,578,711,869,1056,1281,1551
2288,242,303,381,471,580,710,868,1055
2289,135,177,227,287,359,443,547,670
2290,115,152,199,253,319,396,491,602
2291,142,183,237,302,376,464,571,699
2292,187,237,299,377,468,574,705,859
2293,443,547,673,822,1001,1214,1473,1781
2294,137,180,233,296,369,456,563,689
2295,305,382,473,585,716,872,1062,1288
2296,367,454,562,689,842,1024,1243,1506
2297,375,466,576,707,864,1050,1275,1544
2298,361,449,554,683,835,1014,1232,1492
2299,271,338,422,522,640,781,951,1155
2300,141,182,235,300,375,463,570,698
2301,420,519,637,782,953,1156,1402,1696
2302,298,372,463,573,702,856,1043,1265
2303,333,415,512,630,770,937,1139,1381
2304,277,348,433,536,658,803,978,1187
2305,274,345,429,533,656,800,976,1184
2306,191,242,307,383,476,584,715,872
2307,344,427,526,646,792,963,1170,1418
2308,153,199,253,318,395,487,600,733
2309,263,331,413,512,629,767,936,1137
2310,308,383,473,584,717,873,1061,1288
2311,259,327,406,502,619,756,924,1121
2312,384,475,585,718,877,1065,1292,1565
2313,375,464,571,701,856,1041,1264,1530
2314,209,264,333,416,513,629,770,937
2315,268,338,422,522,641,782,952,1157
2316,256,320,401,499,613,749,913,1110
2317,150,194,247,314,394,485,597,730
2318,326,405,503,618,757,922,1121,1359
2319,142,185,238,302,376,464,571,699
2320,272,339,423,525,647,789,961,1167
2321,416,512,631,774,944,1146,1390,1682
